dep;jour;hosp;rea;dc;rad
32;17/08/2020;0;0;0;0
33;17/08/2020;7;1;0;2
34;17/08/2020;1;0;0;1
35;17/08/2020;3;2;0;3
36;17/08/2020;0;0;0;0
37;17/08/2020;4;0;0;0
38;17/08/2020;2;1;0;2
39;17/08/2020;0;0;0;0
40;17/08/2020;0;0;0;0
41;17/08/2020;0;0;0;0
42;17/08/2020;2;1;0;2
43;17/08/2020;0;0;0;0
44;17/08/2020;2;0;1;1
45;17/08/2020;3;0;0;3
46;17/08/2020;0;0;0;0
47;17/08/2020;0;0;0;0
48;17/08/2020;0;0;0;0
49;17/08/2020;3;0;0;1
50;17/08/2020;0;0;0;0
51;17/08/2020;4;0;0;1
52;17/08/2020;0;0;0;0
53;17/08/2020;1;0;0;0
54;17/08/2020;0;0;0;0
55;17/08/2020;0;0;0;0
56;17/08/2020;0;0;0;1
57;17/08/2020;1;0;0;1
58;17/08/2020;0;0;0;0
59;17/08/2020;19;2;1;12
60;17/08/2020;2;0;0;0
61;17/08/2020;0;0;0;0
62;17/08/2020;2;1;0;0
63;17/08/2020;1;0;1;0
64;17/08/2020;1;0;0;0
65;17/08/2020;0;0;0;0
66;17/08/2020;1;0;0;0
67;17/08/2020;1;0;0;2
68;17/08/2020;5;0;0;3
69;17/08/2020;7;3;1;1
70;17/08/2020;0;0;0;0
71;17/08/2020;1;0;0;1
72;17/08/2020;9;1;1;2
73;17/08/2020;0;0;0;0
74;17/08/2020;5;0;1;1
75;17/08/2020;14;2;1;4
76;17/08/2020;0;0;0;0
77;17/08/2020;7;5;2;8
78;17/08/2020;8;0;2;6
79;17/08/2020;1;0;0;0
80;17/08/2020;1;0;0;0
81;17/08/2020;1;0;0;0
82;17/08/2020;0;0;0;0
83;17/08/2020;2;0;0;2
84;17/08/2020;1;1;0;1
85;17/08/2020;1;0;0;0
86;17/08/2020;2;0;0;0
87;17/08/2020;0;0;0;0
88;17/08/2020;0;0;0;0
89;17/08/2020;3;0;1;1
90;17/08/2020;0;0;0;1
91;17/08/2020;3;2;0;1
92;17/08/2020;9;2;1;8
93;17/08/2020;16;1;0;23
94;17/08/2020;10;5;1;14
95;17/08/2020;6;0;1;6
971;17/08/2020;0;0;0;0
972;17/08/2020;0;0;0;0
973;17/08/2020;16;0;0;6
974;17/08/2020;10;2;0;6
976;17/08/2020;2;0;0;0
1;18/08/2020;0;0;0;1
2;18/08/2020;1;0;1;6
3;18/08/2020;0;0;0;0
4;18/08/2020;0;0;0;0
5;18/08/2020;0;1;0;1
6;18/08/2020;6;0;0;3
7;18/08/2020;2;0;0;0
8;18/08/2020;0;0;0;0
9;18/08/2020;0;0;0;0
10;18/08/2020;4;0;0;0
11;18/08/2020;0;0;0;0
12;18/08/2020;0;0;0;1
13;18/08/2020;23;2;3;34
14;18/08/2020;0;0;0;2
15;18/08/2020;0;0;0;0
16;18/08/2020;0;0;0;0
17;18/08/2020;0;0;0;0
18;18/08/2020;0;0;0;0
19;18/08/2020;0;0;0;0
21;18/08/2020;0;0;0;0
22;18/08/2020;0;0;0;1
23;18/08/2020;0;0;0;0
24;18/08/2020;0;0;0;0
25;18/08/2020;0;0;0;0
26;18/08/2020;1;0;0;1
27;18/08/2020;1;0;0;0
28;18/08/2020;0;0;0;0
29;18/08/2020;0;0;0;0
2A;18/08/2020;0;0;0;0
2B;18/08/2020;0;0;0;0
30;18/08/2020;2;0;0;3
31;18/08/2020;10;2;0;4
32;18/08/2020;0;0;0;0
33;18/08/2020;3;0;0;4
34;18/08/2020;2;0;0;1
35;18/08/2020;0;0;0;0
36;18/08/2020;0;0;0;0
37;18/08/2020;0;0;0;2
38;18/08/2020;3;0;0;2
39;18/08/2020;0;0;0;0
40;18/08/2020;0;0;0;0
41;18/08/2020;1;0;0;0
42;18/08/2020;1;0;0;3
43;18/08/2020;0;0;0;0
44;18/08/2020;4;0;0;2
45;18/08/2020;1;1;0;0
46;18/08/2020;1;0;0;0
47;18/08/2020;1;0;0;1
48;18/08/2020;1;0;0;0
49;18/08/2020;1;0;0;3
50;18/08/2020;1;0;0;1
51;18/08/2020;1;0;1;1
52;18/08/2020;0;0;0;0
53;18/08/2020;1;0;0;1
54;18/08/2020;0;0;0;0
55;18/08/2020;0;0;0;0
56;18/08/2020;1;0;0;0
57;18/08/2020;2;0;0;1
58;18/08/2020;0;0;0;0
59;18/08/2020;2;1;0;5
60;18/08/2020;0;0;0;0
61;18/08/2020;0;0;2;0
62;18/08/2020;2;0;0;3
63;18/08/2020;0;0;0;0
64;18/08/2020;0;0;0;1
65;18/08/2020;0;0;0;0
66;18/08/2020;1;1;0;0
67;18/08/2020;3;0;1;4
68;18/08/2020;5;0;0;15
69;18/08/2020;12;0;1;5
70;18/08/2020;0;0;0;0
71;18/08/2020;0;0;0;0
72;18/08/2020;3;1;0;11
73;18/08/2020;5;2;0;1
74;18/08/2020;0;0;0;1
75;18/08/2020;13;3;3;11
76;18/08/2020;1;0;0;5
77;18/08/2020;5;2;2;6
78;18/08/2020;0;0;0;11
79;18/08/2020;0;0;0;1
80;18/08/2020;0;0;0;0
81;18/08/2020;0;0;0;0
82;18/08/2020;0;0;0;0
83;18/08/2020;4;0;0;1
84;18/08/2020;2;0;0;0
85;18/08/2020;0;0;0;0
86;18/08/2020;0;0;0;0
87;18/08/2020;0;0;0;1
88;18/08/2020;1;0;0;0
89;18/08/2020;1;0;0;4
90;18/08/2020;0;0;0;1
91;18/08/2020;1;2;1;1
92;18/08/2020;12;4;1;50
93;18/08/2020;5;2;0;4
94;18/08/2020;4;1;1;6
95;18/08/2020;8;1;0;2
971;18/08/2020;2;1;0;0
972;18/08/2020;0;0;0;0
973;18/08/2020;15;0;0;20
974;18/08/2020;3;1;0;4
976;18/08/2020;0;0;0;2
1;19/08/2020;0;0;0;0
2;19/08/2020;1;1;0;3
3;19/08/2020;0;0;0;0
4;19/08/2020;0;0;0;0
5;19/08/2020;0;0;0;1
6;19/08/2020;4;0;0;3
7;19/08/2020;0;0;0;0
8;19/08/2020;1;0;0;0
9;19/08/2020;1;0;0;0
10;19/08/2020;2;0;0;1
11;19/08/2020;0;0;0;0
12;19/08/2020;0;0;0;0
13;19/08/2020;21;4;1;10
14;19/08/2020;1;0;0;2
15;19/08/2020;0;0;0;0
16;19/08/2020;0;0;0;0
17;19/08/2020;0;0;0;0
18;19/08/2020;0;0;0;0
19;19/08/2020;0;0;0;0
21;19/08/2020;0;0;0;1
22;19/08/2020;0;0;0;0
23;19/08/2020;0;0;0;1
24;19/08/2020;0;0;0;0
25;19/08/2020;0;0;0;0
26;19/08/2020;0;0;0;0
27;19/08/2020;0;0;0;1
28;19/08/2020;0;0;0;0
29;19/08/2020;1;0;0;1
2A;19/08/2020;0;0;0;0
2B;19/08/2020;0;0;0;0
30;19/08/2020;0;0;0;0
31;19/08/2020;6;0;0;1
32;19/08/2020;0;0;0;0
33;19/08/2020;5;1;0;4
34;19/08/2020;8;3;0;3
35;19/08/2020;1;0;0;0
36;19/08/2020;1;1;0;0
37;19/08/2020;2;2;1;0
38;19/08/2020;1;0;0;1
39;19/08/2020;0;0;0;0
40;19/08/2020;0;0;0;0
41;19/08/2020;0;0;0;0
42;19/08/2020;0;0;0;27
43;19/08/2020;0;0;0;0
44;19/08/2020;3;1;1;1
45;19/08/2020;0;0;0;4
46;19/08/2020;0;0;0;0
47;19/08/2020;0;0;0;0
48;19/08/2020;0;0;0;0
49;19/08/2020;1;0;0;2
50;19/08/2020;0;0;0;0
51;19/08/2020;0;0;0;0
52;19/08/2020;0;0;0;2
53;19/08/2020;0;0;0;1
54;19/08/2020;3;0;1;0
55;19/08/2020;0;0;0;0
56;19/08/2020;1;0;0;0
57;19/08/2020;0;0;0;3
58;19/08/2020;0;0;0;0
59;19/08/2020;5;1;1;4
60;19/08/2020;0;0;0;3
61;19/08/2020;1;0;0;2
62;19/08/2020;2;0;0;1
63;19/08/2020;1;0;1;0
64;19/08/2020;0;1;0;0
65;19/08/2020;2;0;0;2
66;19/08/2020;1;1;1;1
67;19/08/2020;5;0;0;7
68;19/08/2020;0;0;0;9
69;19/08/2020;4;0;0;3
70;19/08/2020;0;0;0;0
71;19/08/2020;1;0;1;3
72;19/08/2020;2;0;1;2
73;19/08/2020;0;0;0;1
74;19/08/2020;0;0;0;5
75;19/08/2020;4;2;0;6
76;19/08/2020;1;0;0;0
77;19/08/2020;1;0;0;8
78;19/08/2020;1;0;0;3
79;19/08/2020;0;0;0;1
80;19/08/2020;1;0;0;0
81;19/08/2020;3;0;0;0
82;19/08/2020;0;0;0;0
83;19/08/2020;5;3;1;1
84;19/08/2020;2;1;0;1
85;19/08/2020;0;0;0;0
86;19/08/2020;0;0;0;0
87;19/08/2020;0;0;0;1
88;19/08/2020;0;0;0;0
89;19/08/2020;1;0;0;1
90;19/08/2020;0;0;0;0
91;19/08/2020;9;2;1;1
92;19/08/2020;8;2;1;2
93;19/08/2020;4;1;2;4
94;19/08/2020;5;0;1;1
95;19/08/2020;3;0;1;4
971;19/08/2020;3;2;0;0
972;19/08/2020;0;0;0;0
973;19/08/2020;18;1;1;10
974;19/08/2020;5;1;0;0
976;19/08/2020;0;0;0;1
1;20/08/2020;2;0;0;4
2;20/08/2020;1;1;1;1
3;20/08/2020;2;0;0;0
4;20/08/2020;0;0;0;0
5;20/08/2020;0;0;0;1
6;20/08/2020;4;2;1;2
7;20/08/2020;3;0;0;1
8;20/08/2020;1;0;0;0
9;20/08/2020;0;0;0;0
10;20/08/2020;1;0;0;1
11;20/08/2020;0;0;0;0
12;20/08/2020;0;0;0;0
13;20/08/2020;28;0;2;29
14;20/08/2020;2;0;0;0
15;20/08/2020;0;0;0;0
16;20/08/2020;0;0;0;0
17;20/08/2020;0;0;0;0
18;20/08/2020;0;0;0;1
19;20/08/2020;0;0;0;0
21;20/08/2020;2;1;0;1
22;20/08/2020;0;0;0;0
23;20/08/2020;0;0;0;0
24;20/08/2020;0;0;0;0
25;20/08/2020;0;0;0;2
26;20/08/2020;1;0;0;1
27;20/08/2020;0;0;0;0
28;20/08/2020;0;0;0;2
29;20/08/2020;0;0;0;0
2A;20/08/2020;0;0;0;0
2B;20/08/2020;0;0;0;0
30;20/08/2020;0;0;0;0
31;20/08/2020;4;0;1;0
32;20/08/2020;0;0;0;0
33;20/08/2020;1;0;0;3
34;20/08/2020;3;1;0;1
35;20/08/2020;1;1;0;2
36;20/08/2020;0;0;0;0
37;20/08/2020;0;0;0;1
38;20/08/2020;0;0;0;0
39;20/08/2020;0;0;0;0
40;20/08/2020;0;0;0;0
41;20/08/2020;1;0;0;0
42;20/08/2020;0;1;0;1
43;20/08/2020;0;0;0;0
44;20/08/2020;1;0;0;3
45;20/08/2020;0;0;0;2
46;20/08/2020;0;0;0;0
47;20/08/2020;0;0;0;0
48;20/08/2020;0;0;0;0
49;20/08/2020;0;0;0;0
50;20/08/2020;0;0;0;0
51;20/08/2020;1;0;0;0
52;20/08/2020;0;0;0;0
53;20/08/2020;0;0;0;2
54;20/08/2020;0;0;0;1
55;20/08/2020;0;0;0;0
56;20/08/2020;2;0;0;3
57;20/08/2020;0;0;0;0
58;20/08/2020;0;0;0;0
59;20/08/2020;6;1;0;10
60;20/08/2020;2;0;0;4
61;20/08/2020;1;0;0;5
62;20/08/2020;3;1;0;4
63;20/08/2020;1;1;0;2
64;20/08/2020;0;0;0;1
65;20/08/2020;0;0;0;0
66;20/08/2020;1;0;0;0
67;20/08/2020;1;1;0;4
68;20/08/2020;5;2;0;4
69;20/08/2020;1;0;0;6
70;20/08/2020;0;0;0;0
71;20/08/2020;1;0;0;0
72;20/08/2020;0;0;0;0
73;20/08/2020;1;0;0;2
74;20/08/2020;0;0;0;2
75;20/08/2020;13;3;0;5
76;20/08/2020;0;0;0;1
77;20/08/2020;1;0;0;8
78;20/08/2020;6;0;5;13
79;20/08/2020;0;0;0;0
80;20/08/2020;0;0;0;0
81;20/08/2020;1;0;0;1
82;20/08/2020;0;0;0;0
83;20/08/2020;2;0;1;0
84;20/08/2020;1;0;0;0
85;20/08/2020;2;0;0;0
86;20/08/2020;0;0;0;1
87;20/08/2020;0;0;0;0
88;20/08/2020;0;0;0;0
89;20/08/2020;1;1;0;2
90;20/08/2020;0;0;0;1
91;20/08/2020;4;0;0;0
92;20/08/2020;6;2;0;5
93;20/08/2020;4;0;0;10
94;20/08/2020;6;4;1;8
95;20/08/2020;4;1;0;4
971;20/08/2020;2;2;0;0
972;20/08/2020;1;0;0;1
973;20/08/2020;6;0;0;18
974;20/08/2020;5;2;0;0
976;20/08/2020;0;0;0;0
1;21/08/2020;0;0;0;0
2;21/08/2020;1;0;0;6
3;21/08/2020;0;0;0;0
4;21/08/2020;0;0;0;0
5;21/08/2020;2;1;1;1
6;21/08/2020;13;0;0;10
7;21/08/2020;2;0;0;1
8;21/08/2020;0;0;0;0
9;21/08/2020;0;0;0;1
10;21/08/2020;0;0;0;0
11;21/08/2020;0;0;0;0
12;21/08/2020;1;0;0;0
13;21/08/2020;28;4;1;16
14;21/08/2020;0;0;0;0
15;21/08/2020;0;0;0;0
16;21/08/2020;0;0;0;0
17;21/08/2020;0;0;0;2
18;21/08/2020;0;0;0;0
19;21/08/2020;0;0;0;0
21;21/08/2020;1;0;0;1
22;21/08/2020;0;0;0;0
23;21/08/2020;0;0;0;0
24;21/08/2020;0;0;0;0
25;21/08/2020;0;0;0;0
26;21/08/2020;0;0;0;0
27;21/08/2020;0;0;0;0
28;21/08/2020;0;0;0;1
29;21/08/2020;1;0;0;0
2A;21/08/2020;0;0;0;0
2B;21/08/2020;2;2;0;0
30;21/08/2020;0;0;0;2
31;21/08/2020;2;0;0;3
32;21/08/2020;0;0;0;0
33;21/08/2020;9;3;0;5
34;21/08/2020;7;1;0;3
35;21/08/2020;1;1;0;0
36;21/08/2020;0;0;0;0
37;21/08/2020;1;1;0;1
38;21/08/2020;2;0;0;2
39;21/08/2020;1;0;0;0
40;21/08/2020;0;0;0;0
41;21/08/2020;0;0;0;2
42;21/08/2020;0;0;0;0
43;21/08/2020;1;1;0;0
44;21/08/2020;0;1;0;2
45;21/08/2020;7;3;1;1
46;21/08/2020;0;0;0;0
47;21/08/2020;1;0;0;0
48;21/08/2020;0;0;0;0
49;21/08/2020;2;1;0;0
50;21/08/2020;0;0;0;0
51;21/08/2020;0;1;0;0
52;21/08/2020;0;0;0;0
53;21/08/2020;1;0;0;0
54;21/08/2020;0;0;0;0
55;21/08/2020;0;0;0;0
56;21/08/2020;1;0;0;0
57;21/08/2020;1;0;0;0
58;21/08/2020;0;0;0;0
59;21/08/2020;4;1;1;4
60;21/08/2020;0;0;1;1
61;21/08/2020;1;0;0;0
62;21/08/2020;0;0;0;2
63;21/08/2020;0;0;0;0
64;21/08/2020;0;0;0;0
65;21/08/2020;0;0;0;0
66;21/08/2020;0;1;0;0
67;21/08/2020;1;0;2;7
68;21/08/2020;3;1;0;0
69;21/08/2020;3;1;0;9
70;21/08/2020;0;0;0;0
71;21/08/2020;0;0;0;2
72;21/08/2020;3;0;0;0
73;21/08/2020;0;0;0;2
74;21/08/2020;2;0;0;1
75;21/08/2020;10;4;0;11
76;21/08/2020;0;0;0;0
77;21/08/2020;2;0;2;8
78;21/08/2020;4;0;1;3
79;21/08/2020;0;0;0;0
80;21/08/2020;0;0;0;0
81;21/08/2020;3;0;0;0
82;21/08/2020;1;0;0;0
83;21/08/2020;1;0;0;0
84;21/08/2020;1;1;0;1
85;21/08/2020;2;0;0;1
86;21/08/2020;0;0;0;0
87;21/08/2020;0;0;0;0
88;21/08/2020;0;0;0;0
89;21/08/2020;1;0;0;4
90;21/08/2020;0;0;0;0
91;21/08/2020;5;1;3;6
92;21/08/2020;8;2;1;3
93;21/08/2020;12;0;3;16
94;21/08/2020;18;1;4;16
95;21/08/2020;2;0;1;6
971;21/08/2020;0;0;0;2
972;21/08/2020;6;1;0;0
973;21/08/2020;21;3;1;20
974;21/08/2020;8;0;0;3
976;21/08/2020;0;0;0;1
1;22/08/2020;0;0;0;0
2;22/08/2020;1;0;0;1
3;22/08/2020;0;0;0;0
4;22/08/2020;1;1;0;0
5;22/08/2020;0;0;0;0
6;22/08/2020;12;0;1;15
7;22/08/2020;0;0;0;1
8;22/08/2020;0;0;0;0
9;22/08/2020;0;0;0;0
10;22/08/2020;3;0;0;2
11;22/08/2020;1;0;0;0
12;22/08/2020;1;0;0;0
13;22/08/2020;17;1;0;18
14;22/08/2020;1;0;0;7
15;22/08/2020;0;0;0;0
16;22/08/2020;0;0;0;0
17;22/08/2020;0;0;0;0
18;22/08/2020;0;0;0;0
19;22/08/2020;1;0;0;0
21;22/08/2020;1;0;0;0
22;22/08/2020;2;0;1;0
23;22/08/2020;0;0;0;0
24;22/08/2020;0;0;0;0
25;22/08/2020;0;1;0;0
26;22/08/2020;0;0;0;0
27;22/08/2020;0;0;0;0
28;22/08/2020;0;0;0;0
29;22/08/2020;0;0;0;0
2A;22/08/2020;0;0;0;0
2B;22/08/2020;0;0;0;0
30;22/08/2020;0;0;0;0
31;22/08/2020;0;0;0;0
32;22/08/2020;0;0;0;0
33;22/08/2020;1;0;0;2
34;22/08/2020;1;0;0;0
35;22/08/2020;0;0;0;0
36;22/08/2020;0;0;0;0
37;22/08/2020;0;0;0;0
38;22/08/2020;0;0;0;0
39;22/08/2020;0;0;0;0
40;22/08/2020;0;0;0;0
41;22/08/2020;0;0;0;0
42;22/08/2020;1;0;0;0
43;22/08/2020;1;0;0;1
44;22/08/2020;1;0;0;0
45;22/08/2020;0;0;0;1
46;22/08/2020;0;0;0;0
47;22/08/2020;4;1;0;0
48;22/08/2020;0;0;0;0
49;22/08/2020;2;0;0;1
50;22/08/2020;0;0;0;1
51;22/08/2020;0;0;0;0
52;22/08/2020;0;0;0;0
53;22/08/2020;1;0;0;2
54;22/08/2020;0;0;0;0
55;22/08/2020;0;0;0;0
56;22/08/2020;0;0;0;0
57;22/08/2020;0;0;2;9
58;22/08/2020;0;0;0;0
59;22/08/2020;1;0;0;1
60;22/08/2020;0;0;0;0
61;22/08/2020;0;0;0;0
62;22/08/2020;1;0;0;0
63;22/08/2020;0;0;0;0
64;22/08/2020;0;0;0;0
65;22/08/2020;0;0;0;0
66;22/08/2020;0;0;0;0
67;22/08/2020;1;0;0;3
68;22/08/2020;0;0;0;0
69;22/08/2020;0;0;0;1
70;22/08/2020;0;0;0;0
71;22/08/2020;0;0;0;0
72;22/08/2020;3;0;0;1
73;22/08/2020;0;0;1;0
74;22/08/2020;0;0;0;11
75;22/08/2020;3;0;2;5
76;22/08/2020;1;0;0;0
77;22/08/2020;6;0;1;1
78;22/08/2020;0;0;0;5
79;22/08/2020;0;0;0;0
80;22/08/2020;0;0;0;0
81;22/08/2020;0;0;0;0
82;22/08/2020;0;0;0;0
83;22/08/2020;1;0;0;3
84;22/08/2020;0;0;0;0
85;22/08/2020;0;0;1;1
86;22/08/2020;1;0;0;1
87;22/08/2020;0;0;0;0
88;22/08/2020;1;0;0;0
89;22/08/2020;0;0;0;0
90;22/08/2020;0;0;0;0
91;22/08/2020;0;0;1;1
92;22/08/2020;3;0;0;15
93;22/08/2020;2;0;0;2
94;22/08/2020;8;1;1;6
95;22/08/2020;5;0;0;4
971;22/08/2020;3;2;0;0
972;22/08/2020;1;1;0;0
973;22/08/2020;17;0;0;15
974;22/08/2020;3;2;1;2
976;22/08/2020;0;0;0;0
1;23/08/2020;0;0;0;0
2;23/08/2020;0;0;0;0
3;23/08/2020;0;0;0;0
4;23/08/2020;0;0;0;0
5;23/08/2020;0;0;0;0
6;23/08/2020;0;1;0;1
7;23/08/2020;0;0;0;0
8;23/08/2020;0;0;0;0
9;23/08/2020;0;0;0;0
10;23/08/2020;0;0;0;1
11;23/08/2020;0;0;0;0
12;23/08/2020;0;0;0;0
13;23/08/2020;3;1;0;2
14;23/08/2020;0;0;0;0
15;23/08/2020;0;0;0;0
16;23/08/2020;0;0;0;0
17;23/08/2020;0;0;0;0
18;23/08/2020;0;0;0;0
19;23/08/2020;0;0;0;0
21;23/08/2020;0;0;0;0
22;23/08/2020;0;0;0;0
23;23/08/2020;0;0;0;0
24;23/08/2020;0;0;0;0
25;23/08/2020;0;0;0;0
26;23/08/2020;0;0;0;0
27;23/08/2020;0;0;0;0
28;23/08/2020;0;0;0;0
29;23/08/2020;0;0;0;0
2A;23/08/2020;0;0;0;0
2B;23/08/2020;0;0;0;0
30;23/08/2020;0;0;0;0
31;23/08/2020;1;0;0;0
32;23/08/2020;0;0;0;0
33;23/08/2020;0;0;0;0
34;23/08/2020;0;0;0;0
35;23/08/2020;0;0;0;0
36;23/08/2020;0;0;0;0
37;23/08/2020;0;0;0;0
38;23/08/2020;0;0;0;0
39;23/08/2020;0;0;0;0
40;23/08/2020;0;0;0;0
41;23/08/2020;0;0;0;0
42;23/08/2020;0;0;0;0
43;23/08/2020;0;0;0;0
44;23/08/2020;0;0;0;0
45;23/08/2020;0;0;0;0
46;23/08/2020;0;0;0;0
47;23/08/2020;3;0;0;1
48;23/08/2020;0;0;0;0
49;23/08/2020;0;0;0;0
50;23/08/2020;0;0;0;0
51;23/08/2020;0;0;0;0
52;23/08/2020;0;0;0;0
53;23/08/2020;0;1;0;0
54;23/08/2020;0;0;0;0
55;23/08/2020;0;0;0;0
56;23/08/2020;0;0;0;0
57;23/08/2020;0;0;0;0
58;23/08/2020;0;0;0;0
59;23/08/2020;2;2;0;1
60;23/08/2020;0;0;0;0
61;23/08/2020;0;0;0;0
62;23/08/2020;0;0;0;0
63;23/08/2020;0;0;0;0
64;23/08/2020;0;0;0;0
65;23/08/2020;0;0;0;0
66;23/08/2020;0;0;0;0
67;23/08/2020;0;0;0;0
68;23/08/2020;0;0;0;0
69;23/08/2020;2;0;0;0
70;23/08/2020;0;0;0;0
71;23/08/2020;2;0;0;1
72;23/08/2020;0;0;0;0
73;23/08/2020;0;0;0;0
74;23/08/2020;0;0;0;2
75;23/08/2020;0;0;0;1
76;23/08/2020;0;0;0;0
77;23/08/2020;1;1;0;0
78;23/08/2020;0;0;0;1
79;23/08/2020;0;0;0;0
80;23/08/2020;0;0;0;0
81;23/08/2020;0;0;0;0
82;23/08/2020;0;0;0;0
83;23/08/2020;1;0;0;2
84;23/08/2020;1;0;0;0
85;23/08/2020;0;0;0;0
86;23/08/2020;0;0;0;0
87;23/08/2020;0;0;0;0
88;23/08/2020;0;0;0;0
89;23/08/2020;0;0;0;0
90;23/08/2020;0;0;0;0
91;23/08/2020;0;0;0;0
92;23/08/2020;1;0;0;0
93;23/08/2020;0;0;0;0
94;23/08/2020;0;0;0;0
95;23/08/2020;1;0;1;2
971;23/08/2020;0;0;0;0
972;23/08/2020;0;0;0;0
973;23/08/2020;8;0;0;8
974;23/08/2020;3;0;0;1
976;23/08/2020;0;0;0;0
1;24/08/2020;0;0;0;0
2;24/08/2020;0;0;0;1
3;24/08/2020;0;0;0;0
4;24/08/2020;0;0;0;0
5;24/08/2020;0;0;0;0
6;24/08/2020;14;3;1;14
7;24/08/2020;1;0;3;0
8;24/08/2020;0;0;0;0
9;24/08/2020;0;0;0;0
10;24/08/2020;0;0;0;0
11;24/08/2020;1;1;0;0
12;24/08/2020;0;1;0;1
13;24/08/2020;26;4;0;30
14;24/08/2020;0;0;0;0
15;24/08/2020;0;0;0;0
16;24/08/2020;0;0;0;0
17;24/08/2020;0;0;0;0
18;24/08/2020;0;0;0;0
19;24/08/2020;0;0;0;0
21;24/08/2020;1;0;0;0
22;24/08/2020;1;0;0;1
23;24/08/2020;0;0;0;0
24;24/08/2020;0;0;0;0
25;24/08/2020;2;0;1;0
26;24/08/2020;0;0;0;0
27;24/08/2020;0;0;0;0
28;24/08/2020;2;0;0;0
29;24/08/2020;0;0;0;0
2A;24/08/2020;0;0;0;0
2B;24/08/2020;0;0;0;0
30;24/08/2020;0;0;0;0
31;24/08/2020;12;2;1;5
32;24/08/2020;0;0;0;0
33;24/08/2020;5;3;1;2
34;24/08/2020;6;0;0;10
35;24/08/2020;0;1;0;2
36;24/08/2020;0;0;0;0
37;24/08/2020;0;0;1;2
38;24/08/2020;4;1;0;2
39;24/08/2020;0;0;0;0
40;24/08/2020;0;0;0;0
41;24/08/2020;2;0;0;0
42;24/08/2020;0;0;0;0
43;24/08/2020;0;0;0;0
44;24/08/2020;2;1;0;3
45;24/08/2020;0;0;0;2
46;24/08/2020;0;0;0;0
47;24/08/2020;3;1;0;0
48;24/08/2020;0;0;0;0
49;24/08/2020;2;0;1;0
50;24/08/2020;2;1;0;0
51;24/08/2020;0;0;0;0
52;24/08/2020;0;0;0;0
53;24/08/2020;2;0;0;0
54;24/08/2020;0;0;0;3
55;24/08/2020;0;0;0;1
56;24/08/2020;0;0;0;0
57;24/08/2020;1;0;0;3
58;24/08/2020;0;0;0;0
59;24/08/2020;14;3;1;14
60;24/08/2020;1;0;0;1
61;24/08/2020;2;1;0;1
62;24/08/2020;2;0;0;5
63;24/08/2020;0;0;0;1
64;24/08/2020;0;0;0;0
65;24/08/2020;1;0;0;0
66;24/08/2020;2;0;0;0
67;24/08/2020;9;1;0;8
68;24/08/2020;2;1;0;3
69;24/08/2020;9;1;0;2
70;24/08/2020;0;0;0;0
71;24/08/2020;0;0;0;0
72;24/08/2020;3;0;0;2
73;24/08/2020;0;0;0;1
74;24/08/2020;3;0;0;1
75;24/08/2020;8;3;0;8
76;24/08/2020;0;0;0;1
77;24/08/2020;1;0;0;6
78;24/08/2020;1;0;0;5
79;24/08/2020;1;0;0;0
80;24/08/2020;0;0;0;3
81;24/08/2020;0;0;0;0
82;24/08/2020;0;0;0;0
83;24/08/2020;1;0;0;1
84;24/08/2020;2;1;0;2
85;24/08/2020;1;0;0;3
86;24/08/2020;0;0;0;0
87;24/08/2020;0;0;0;0
88;24/08/2020;1;0;1;0
89;24/08/2020;1;0;0;1
90;24/08/2020;0;0;0;0
91;24/08/2020;7;2;1;5
92;24/08/2020;9;6;1;11
93;24/08/2020;8;1;0;14
94;24/08/2020;14;2;0;19
95;24/08/2020;8;2;0;9
971;24/08/2020;0;0;0;0
972;24/08/2020;0;0;0;0
973;24/08/2020;28;0;1;21
974;24/08/2020;5;0;1;2
976;24/08/2020;0;0;0;0
1;25/08/2020;1;0;0;0
2;25/08/2020;2;0;0;4
3;25/08/2020;1;0;0;0
4;25/08/2020;2;0;0;0
5;25/08/2020;0;0;0;0
6;25/08/2020;9;2;1;5
7;25/08/2020;0;0;0;0
8;25/08/2020;1;0;0;0
9;25/08/2020;0;0;0;0
10;25/08/2020;1;0;0;0
11;25/08/2020;0;0;0;0
12;25/08/2020;0;0;0;0
13;25/08/2020;45;5;0;65
14;25/08/2020;0;0;0;1
15;25/08/2020;0;0;0;0
16;25/08/2020;0;0;0;0
17;25/08/2020;0;0;0;2
18;25/08/2020;0;0;0;0
19;25/08/2020;0;0;0;0
21;25/08/2020;0;0;0;0
22;25/08/2020;0;0;0;0
23;25/08/2020;0;0;0;1
24;25/08/2020;0;0;0;0
25;25/08/2020;0;0;0;0
26;25/08/2020;1;0;0;1
27;25/08/2020;0;0;0;1
28;25/08/2020;0;0;0;0
29;25/08/2020;0;0;0;1
2A;25/08/2020;0;0;0;0
2B;25/08/2020;3;1;0;0
30;25/08/2020;6;1;0;0
31;25/08/2020;4;1;0;9
32;25/08/2020;1;0;0;0
33;25/08/2020;2;1;0;4
34;25/08/2020;3;0;0;3
35;25/08/2020;1;1;0;1
36;25/08/2020;0;0;0;0
37;25/08/2020;0;0;1;0
38;25/08/2020;3;0;0;2
39;25/08/2020;0;0;0;0
40;25/08/2020;0;0;0;0
41;25/08/2020;0;0;0;0
42;25/08/2020;6;0;0;7
43;25/08/2020;0;0;0;0
44;25/08/2020;2;1;0;0
